WBGeneID,Sequence.name,tissue
WBGene00019603,K09H11.6,nervous-system
WBGene00019607,K10B2.4,ubiquitous
WBGene00019611,K10B3.5,ubiquitous
WBGene00019616,nmur-2,nervous-system
WBGene00019618,K10C2.2,nervous-system
WBGene00019621,K10C2.6,nervous-system
WBGene00019624,rnst-2,ubiquitous
WBGene00019626,K10C9.7,nervous-system
WBGene00019627,hira-1,reproductive-system
WBGene00019628,pup-2,ubiquitous
WBGene00019630,emb-1,reproductive-system
WBGene00019641,cank-26,nervous-system
WBGene00019651,K11D12.12,ubiquitous
WBGene00019654,cest-28,intestine
WBGene00019657,K11G12.6,ubiquitous
WBGene00019662,K11H12.6,nervous-system
WBGene00019663,K11H12.7,ubiquitous
WBGene00019664,K11H12.8,ubiquitous
WBGene00019665,K11H12.9,ubiquitous
WBGene00019667,spe-49,reproductive-system
WBGene00019669,K12B6.4,nervous-system
WBGene00019673,K12C11.1,ubiquitous
WBGene00019675,K12D9.1,reproductive-system
WBGene00019681,K12H4.6,reproductive-system
WBGene00019686,K12H6.6,ubiquitous
WBGene00019688,K12H6.8,reproductive-system
WBGene00019689,K12H6.9,reproductive-system
WBGene00019690,set-13,reproductive-system
WBGene00019693,ostd-1,ubiquitous
WBGene00019697,M01B12.4,ubiquitous
WBGene00019699,math-34,coelomic-system
WBGene00019700,btb-11,epithelial-system
WBGene00019710,M01E11.1,ubiquitous
WBGene00019711,ctnb-1,ubiquitous
WBGene00019713,pqn-52,ubiquitous
WBGene00019718,M01H9.2,muscular-system
WBGene00019719,M01H9.3,ubiquitous
WBGene00019721,M01H9.5,muscular-system
WBGene00019722,M02A10.1,nervous-system
WBGene00019731,M02D8.5,intestine
WBGene00019734,nlp-64,nervous-system
WBGene00019735,M02F4.1,intestine
WBGene00019736,M02F4.2,intestine
WBGene00019747,ipla-1,ubiquitous
WBGene00019750,M03D4.3,nervous-system
WBGene00019757,memb-2,ubiquitous
WBGene00019760,calu-1,ubiquitous
WBGene00019762,M03F8.3,ubiquitous
WBGene00019766,M4.1,reproductive-system
WBGene00019767,rpa-2,ubiquitous
WBGene00019769,kin-35,muscular-system
WBGene00019770,M04F3.4,ubiquitous
WBGene00019771,M04F3.5,ubiquitous
WBGene00019772,M04G7.1,nervous-system
WBGene00019773,M04G7.2,reproductive-system
WBGene00019776,M6.4,nervous-system
WBGene00019780,M60.4,ubiquitous
WBGene00019783,M70.1,reproductive-system
WBGene00019787,M70.5,reproductive-system
WBGene00019794,M151.2,reproductive-system
WBGene00019795,M151.3,reproductive-system
WBGene00019797,fbxb-31,reproductive-system
WBGene00019806,pgap-3,ubiquitous
WBGene00019808,seip-1,ubiquitous
WBGene00019809,R01H2.1,reproductive-system
WBGene00019810,R01H2.2,reproductive-system
WBGene00019816,nhr-204,intestine
WBGene00019818,R02C2.7,muscular-system
WBGene00019819,aass-1,ubiquitous
WBGene00019822,ints-13,ubiquitous
WBGene00019823,fnta-1,ubiquitous
WBGene00019827,mop-25.1,ubiquitous
WBGene00019831,R02F2.1,ubiquitous
WBGene00019836,R02F2.7,ubiquitous
WBGene00019838,R02F2.9,reproductive-system
WBGene00019839,R02F11.1,nervous-system
WBGene00019842,R02F11.4,ubiquitous
WBGene00019847,R03G5.6,nervous-system
WBGene00019849,oac-40,nervous-system
WBGene00019856,R03H10.4,reproductive-system
WBGene00019857,R03H10.5,coelomic-system
WBGene00019859,R03H10.7,intestine
WBGene00019861,R04A9.1,nervous-system
WBGene00019869,cnnm-2,intestine
WBGene00019870,R04E5.7,nervous-system
WBGene00019872,R04E5.9,nervous-system
WBGene00019874,R05C11.2,nervous-system
WBGene00019883,met-2,ubiquitous
WBGene00019888,btbd-10,ubiquitous
WBGene00019890,R05F9.6,ubiquitous
WBGene00019892,R05F9.9,ubiquitous
WBGene00019893,sgt-1,ubiquitous
WBGene00019900,vdac-1,ubiquitous
WBGene00019903,R05G9.1,nervous-system
WBGene00019904,twk-49,nervous-system
WBGene00019911,R06A10.4,muscular-system
WBGene00019918,fbxc-36,ubiquitous
WBGene00019923,fbxc-29,epithelial-system
WBGene00019924,fbxc-33,nervous-system
WBGene00019925,fbxc-31,reproductive-system
WBGene00019927,fbxc-24,epithelial-system
WBGene00019931,R07C12.1,nervous-system
WBGene00019940,npp-21,ubiquitous
WBGene00019941,pgam-5,ubiquitous
WBGene00019943,R07G3.7,ubiquitous
WBGene00019946,chat-1,ubiquitous
WBGene00019947,htz-1,reproductive-system
WBGene00019948,R08C7.4,epithelial-system
WBGene00019950,clec-175,reproductive-system
WBGene00019951,R08C7.8,reproductive-system
WBGene00019953,wapl-1,reproductive-system
WBGene00019954,R08C7.11,reproductive-system
WBGene00019956,fbxb-75,epithelial-system
WBGene00019963,R08E5.3,intestine
WBGene00019966,srt-30,coelomic-system
WBGene00019968,R08F11.4,nervous-system
WBGene00019970,R08F11.7,nervous-system
WBGene00019971,ergo-1,ubiquitous
WBGene00019977,fpn-1.2,intestine
WBGene00019980,chil-14,reproductive-system
WBGene00019983,sti-1,ubiquitous
WBGene00019987,R09F10.3,ubiquitous
WBGene00019993,rbx-2,ubiquitous
WBGene00019994,cdh-1,nervous-system
WBGene00019995,R10F2.4,nervous-system
WBGene00020008,R11F4.2,nervous-system
WBGene00020010,R11G1.1,nervous-system
WBGene00020012,R11G1.6,muscular-system
WBGene00020016,lipl-3,nervous-system
WBGene00020017,R12A1.3,muscular-system
WBGene00020023,frpr-16,nervous-system
WBGene00020026,R12C12.6,ubiquitous
WBGene00020027,R12C12.7,ubiquitous
WBGene00020030,kel-20,ubiquitous
WBGene00020034,R12E2.8,intestine
WBGene00020038,R12E2.13,ubiquitous
WBGene00020041,R13A1.1,nervous-system
WBGene00020043,R13A1.5,nervous-system
WBGene00020046,best-16,excretory-system
WBGene00020048,lgc-12,nervous-system
WBGene00020055,srt-6,nervous-system
WBGene00020057,R13D11.3,muscular-system
WBGene00020060,srab-16,nervous-system
WBGene00020062,nhr-270,epithelial-system
WBGene00020072,R13H9.6,reproductive-system
WBGene00020076,R52.4,nervous-system
WBGene00020078,R52.6,reproductive-system
WBGene00020089,R119.3,reproductive-system
WBGene00020092,pcf-11,ubiquitous
WBGene00020093,R144.3,ubiquitous
WBGene00020094,wip-1,ubiquitous
WBGene00020096,R144.6,ubiquitous
WBGene00020097,larp-1,ubiquitous
WBGene00020100,mks-1,nervous-system
WBGene00020109,der-2,ubiquitous
WBGene00020113,R151.10,ubiquitous
WBGene00020115,mboa-6,ubiquitous
WBGene00020116,moa-1,reproductive-system
WBGene00020117,R155.3,reproductive-system
WBGene00020120,R160.3,reproductive-system
WBGene00020123,R160.6,nervous-system
WBGene00020125,cest-19,nervous-system
WBGene00020128,R193.2,intestine
WBGene00020137,T01B10.5,nervous-system
WBGene00020138,T01B11.1,nervous-system
WBGene00020142,aak-2,ubiquitous
WBGene00020146,got-1.2,ubiquitous
WBGene00020148,T01D1.3,epithelial-system
WBGene00020150,T01D1.5,nervous-system
WBGene00020151,T01G6.1,nervous-system
WBGene00020154,T01G6.10,nervous-system
WBGene00020166,T02G5.7,ubiquitous
WBGene00020175,T02H6.5,excretory-system
WBGene00020177,T02H6.7,nervous-system
WBGene00020178,T02H6.8,nervous-system
WBGene00020179,T02H6.9,reproductive-system
WBGene00020181,T02H6.11,ubiquitous
WBGene00020184,uba-5,ubiquitous
WBGene00020185,pgk-1,ubiquitous
WBGene00020190,guk-1,ubiquitous
WBGene00020191,clec-53,intestine
WBGene00020193,T03F1.12,reproductive-system
WBGene00020196,T03G11.3,nervous-system
WBGene00020201,T04A6.2,reproductive-system
WBGene00020208,fnip-2,reproductive-system
WBGene00020210,T04C9.2,nervous-system
WBGene00020212,T04D1.2,nervous-system
WBGene00020216,trap-2,ubiquitous
WBGene00020221,T05A7.3,intestine
WBGene00020223,T05A7.6,reproductive-system
WBGene00020225,sre-40,nervous-system
WBGene00020228,T05A8.2,muscular-system
WBGene00020231,T05A8.5,nervous-system
WBGene00020234,T05A12.3,reproductive-system
WBGene00020236,lgc-1,ubiquitous
WBGene00020244,T05B4.13,muscular-system
WBGene00020246,clic-1,ubiquitous
WBGene00020261,vet-1,epithelial-system
WBGene00020266,T05H4.3,nervous-system
WBGene00020267,T05H4.4,nervous-system
WBGene00020268,hpo-19,ubiquitous
WBGene00020269,erfa-1,ubiquitous
WBGene00020273,T05H4.10,ubiquitous
WBGene00020274,T05H4.11,ubiquitous
WBGene00020283,T06A4.3,epithelial-system
WBGene00020284,mel-46,ubiquitous
WBGene00020285,T06A10.2,intestine
WBGene00020286,gtsf-1,ubiquitous
WBGene00020290,T06D4.1,reproductive-system
WBGene00020291,T06D4.2,nervous-system
WBGene00020296,rrp-8,reproductive-system
WBGene00020297,nog-1,ubiquitous
WBGene00020298,T07A9.10,ubiquitous
WBGene00020302,T07D1.3,nervous-system
WBGene00020318,T07F8.1,nervous-system
WBGene00020319,npr-31,nervous-system
WBGene00020320,T07F8.4,ubiquitous
WBGene00020323,arrd-23,nervous-system
WBGene00020341,T08B1.4,excretory-system
WBGene00020346,rbm-5,ubiquitous
WBGene00020347,ech-1.2,ubiquitous
WBGene00020348,mrpl-23,ubiquitous
WBGene00020350,T08B2.12,muscular-system
WBGene00020351,T08B6.1,nervous-system
WBGene00020354,sgnh-1,nervous-system
WBGene00020358,math-39,intestine
WBGene00020365,T08G2.2,nervous-system
WBGene00020366,acdh-10,ubiquitous
WBGene00020374,serp-1.2,ubiquitous
WBGene00020376,T09B4.2,reproductive-system
WBGene00020380,T09B4.6,intestine
WBGene00020382,T09B4.8,ubiquitous
WBGene00020383,tin-44,ubiquitous
WBGene00020384,T09D3.3,nervous-system
WBGene00020385,nhr-216,nervous-system
WBGene00020389,T10B5.3,ubiquitous
WBGene00020391,cct-7,ubiquitous
WBGene00020398,cerk-1,ubiquitous
WBGene00020399,ztf-4,ubiquitous
WBGene00020408,T10D4.6,ubiquitous
WBGene00020411,T10E9.1,reproductive-system
WBGene00020413,cpg-22,epithelial-system
WBGene00020414,T10E9.4,reproductive-system
WBGene00020415,T10E9.5,nervous-system
WBGene00020417,nuo-2,ubiquitous
WBGene00020420,T10E10.3,nervous-system
WBGene00020421,T10E10.4,nervous-system
WBGene00020423,prp-19,ubiquitous
WBGene00020437,stt-3,ubiquitous
WBGene00020448,fbxa-51,intestine
WBGene00020450,fbxa-10,epithelial-system
WBGene00020456,fbxa-60,ubiquitous
WBGene00020461,T12C9.7,reproductive-system
WBGene00020462,ari-2,ubiquitous
WBGene00020466,sld-2,ubiquitous
WBGene00020468,T13A10.1,intestine
WBGene00020469,T13A10.2,nervous-system
WBGene00020471,pho-14,ubiquitous
WBGene00020472,lips-11,intestine
WBGene00020473,lips-12,intestine
WBGene00020475,sut-1,ubiquitous
WBGene00020481,T13C2.6,ubiquitous
WBGene00020482,T13C2.7,nervous-system
WBGene00020487,T13C5.7,epithelial-system
WBGene00020506,dop-3,nervous-system
WBGene00020510,T14G11.1,ubiquitous
WBGene00020515,T14G12.6,nervous-system
WBGene00020517,hpo-8,ubiquitous
WBGene00020524,dmsr-13,nervous-system
WBGene00020532,math-42,intestine
WBGene00020535,T16A1.4,nervous-system
WBGene00020537,fbxb-37,nervous-system
WBGene00020542,fbxb-82,nervous-system
WBGene00020543,fbxb-83,nervous-system
WBGene00020544,fbxb-84,epithelial-system
WBGene00020546,zig-13,epithelial-system
WBGene00020549,nmt-1,ubiquitous
WBGene00020550,T17H7.1,nervous-system
WBGene00020553,ttc-17,ubiquitous
WBGene00020554,T19A5.3,epithelial-system
WBGene00020558,T19B4.5,reproductive-system
WBGene00020559,best-17,epithelial-system
WBGene00020564,T19C3.6,nervous-system
WBGene00020565,T19C3.7,epithelial-system
WBGene00020587,ugt-9,intestine
WBGene00020588,T19H12.2,ubiquitous
WBGene00020593,ugt-11,nervous-system
WBGene00020599,T20B6.3,nervous-system
WBGene00020601,T20B12.3,ubiquitous
WBGene00020602,T20B12.4,reproductive-system
WBGene00020603,T20B12.5,nervous-system
WBGene00020609,T20D4.3,nervous-system
WBGene00020628,T20F5.6,ubiquitous
WBGene00020629,T20F5.7,ubiquitous
WBGene00020630,T20F7.1,ubiquitous
WBGene00020631,T20F7.3,intestine
WBGene00020634,acs-9,nervous-system
WBGene00020636,T20H4.5,ubiquitous
WBGene00020637,fbxa-7,intestine
WBGene00020638,fbxa-43,nervous-system
WBGene00020647,pqbp-1.1,ubiquitous
WBGene00020648,T21D12.7,reproductive-system
WBGene00020649,sma-10,ubiquitous
WBGene00020650,T21D12.11,nervous-system
WBGene00020661,smz-2,reproductive-system
WBGene00020664,T21H3.5,nervous-system
WBGene00020665,T22B2.1,nervous-system
WBGene00020669,T22B2.5,nervous-system
WBGene00020670,T22B2.6,nervous-system
WBGene00020674,T22B7.7,intestine
WBGene00020679,ogdh-1,ubiquitous
WBGene00020682,T22D1.3,ubiquitous
WBGene00020683,ribo-1,ubiquitous
WBGene00020687,ruvb-2,ubiquitous
WBGene00020688,cest-6,nervous-system
WBGene00020691,igdb-3,reproductive-system
WBGene00020692,T22E5.6,nervous-system
WBGene00020696,pygl-1,ubiquitous
WBGene00020700,T22F3.11,nervous-system
WBGene00020702,T22F7.3,coelomic-system
WBGene00020706,atg-9,ubiquitous
WBGene00020707,wago-10,nervous-system
WBGene00020708,dmd-8,nervous-system
WBGene00020709,T23B3.1,ubiquitous
WBGene00020712,ckr-1,nervous-system
WBGene00020717,mrpl-4,ubiquitous
WBGene00020718,mrps-2,ubiquitous
WBGene00020719,natc-1,ubiquitous
WBGene00020720,T23B12.5,epithelial-system
WBGene00020721,T23B12.6,ubiquitous
WBGene00020736,T23F2.3,ubiquitous
WBGene00020738,T23F2.5,ubiquitous
WBGene00020742,T23H2.3,ubiquitous
WBGene00020744,T24A6.1,reproductive-system
WBGene00020746,srbc-66,nervous-system
WBGene00020749,srbc-67,nervous-system
WBGene00020750,nhr-222,muscular-system
WBGene00020758,T24C4.2,nervous-system
WBGene00020759,T24C4.3,nervous-system
WBGene00020764,T24C12.1,reproductive-system
WBGene00020771,T24E12.1,reproductive-system
WBGene00020782,T24H7.3,ubiquitous
WBGene00020795,T25D1.3,nervous-system
WBGene00020797,T25D3.3,intestine
WBGene00020802,btb-2,muscular-system
WBGene00020804,T25E4.2,nervous-system
WBGene00020806,T25F10.3,nervous-system
WBGene00020807,T25F10.4,nervous-system
WBGene00020811,T25G12.3,epithelial-system
WBGene00020812,acdh-7,ubiquitous
WBGene00020813,T25G12.6,intestine
WBGene00020817,T25G12.11,reproductive-system
WBGene00020820,algn-1,reproductive-system
WBGene00020824,T26A8.1,ubiquitous
WBGene00020825,tmem-231,nervous-system
WBGene00020827,T26A8.4,ubiquitous
WBGene00020832,T26C12.2,nervous-system
WBGene00020833,T26C12.3,coelomic-system
WBGene00020835,T27A1.3,nervous-system
WBGene00020838,trak-1,ubiquitous
WBGene00020841,T27A3.5,epithelial-system
WBGene00020845,T27A10.5,nervous-system
WBGene00020847,cgr-1,intestine
WBGene00020849,nhr-225,intestine
WBGene00020853,fbxa-137,nervous-system
WBGene00020855,hpo-36,nervous-system
WBGene00020857,srt-62,muscular-system
WBGene00020862,fip-2,nervous-system
WBGene00020866,vps-24,ubiquitous
WBGene00020868,eif-1,ubiquitous
WBGene00020875,T28A11.13,muscular-system
WBGene00020879,T28A11.17,nervous-system
WBGene00020880,T28A11.18,muscular-system
WBGene00020884,T28B4.1,ubiquitous
WBGene00020894,T28D9.1,ubiquitous
WBGene00020897,del-10,muscular-system
WBGene00020901,T28F2.2,ubiquitous
WBGene00020903,acd-5,intestine
WBGene00020904,T28F12.1,nervous-system
WBGene00020906,T28H11.8,excretory-system
WBGene00020911,cpt-6,epithelial-system
WBGene00020915,nol-58,ubiquitous
WBGene00020923,W02B3.3,nervous-system
WBGene00020930,hlh-30,ubiquitous
WBGene00020931,cytb-5.2,ubiquitous
WBGene00020932,dhod-1,ubiquitous
WBGene00020933,W02D3.4,ubiquitous
WBGene00020936,hrpf-1,ubiquitous
WBGene00020938,clec-218,intestine
WBGene00020940,W02D7.4,intestine
WBGene00020941,W02D7.5,reproductive-system
WBGene00020942,W02D7.6,ubiquitous
WBGene00020949,W02F12.4,ubiquitous
WBGene00020950,dlst-1,ubiquitous
WBGene00020953,W02G9.3,muscular-system
WBGene00020966,W03A5.1,intestine
WBGene00020973,W03B1.3,nervous-system
WBGene00020976,oac-51,epithelial-system
WBGene00020984,W03D8.1,muscular-system
WBGene00020988,W03D8.7,reproductive-system
WBGene00020989,W03D8.8,intestine
WBGene00020993,mtrf-1L,reproductive-system
WBGene00020994,W03F8.4,ubiquitous
WBGene00020995,W03F8.6,nervous-system
WBGene00020997,gpa-18,nervous-system
WBGene00021004,sftb-2,ubiquitous
WBGene00021007,W03F11.4,reproductive-system
WBGene00021012,pig-1,ubiquitous
WBGene00021017,cil-7,nervous-system
WBGene00021021,mrpl-30,ubiquitous
WBGene00021023,W04B5.6,intestine
WBGene00021025,cutl-13,nervous-system
WBGene00021026,W04C9.4,ubiquitous
WBGene00021029,W04D12.1,nervous-system
WBGene00021033,srz-32,nervous-system
WBGene00021041,clp-10,nervous-system
WBGene00021042,btb-5,nervous-system
WBGene00021046,sedl-1,ubiquitous
WBGene00021047,zfp-3,ubiquitous
WBGene00021048,W05H9.1,ubiquitous
WBGene00021063,sbds-1,ubiquitous
WBGene00021070,cpr-8,intestine
WBGene00021073,nsun-1,ubiquitous
WBGene00021074,W07E6.2,ubiquitous
WBGene00021078,unc-132,ubiquitous
WBGene00021080,W08A12.3,nervous-system
WBGene00021083,W08E12.2,nervous-system
WBGene00021087,W08E12.6,nervous-system
WBGene00021094,W08F4.5,epithelial-system
WBGene00021097,cdc-37,ubiquitous
WBGene00021098,fbxb-14,nervous-system
WBGene00021106,W09B7.1,intestine
WBGene00021107,W09B7.2,intestine
WBGene00021109,W09C3.1,nervous-system
WBGene00021121,W09G12.7,nervous-system
WBGene00021122,W09G12.8,nervous-system
WBGene00021125,ccb-2,nervous-system
WBGene00021131,W10D9.3,ubiquitous
WBGene00021133,tomm-22,ubiquitous
WBGene00021138,clec-127,nervous-system
WBGene00021139,clec-128,nervous-system
WBGene00021143,clec-132,nervous-system
WBGene00021146,lgc-45,epithelial-system
WBGene00021149,dnc-3,ubiquitous
WBGene00021150,Y1B5A.1,intestine
WBGene00021152,mgl-3,nervous-system
WBGene00021154,Y4C6A.4,nervous-system
WBGene00021155,Y4C6B.1,ubiquitous
WBGene00021157,Y4C6B.3,nervous-system
WBGene00021160,gba-4,intestine
WBGene00021162,Y5H2A.1,nervous-system
WBGene00021164,svh-11,nervous-system
WBGene00021168,cyp-33C12,nervous-system
WBGene00021170,arx-4,ubiquitous
WBGene00021171,Y8A9A.2,nervous-system
WBGene00021172,Y8A9A.3,reproductive-system
WBGene00021173,Y8A9A.4,nervous-system
WBGene00021175,math-46,nervous-system
WBGene00021177,Y9C9A.5,nervous-system
WBGene00021190,Y14H12A.1,intestine
WBGene00021193,math-44,reproductive-system
WBGene00021195,Y17G9A.2,epithelial-system
WBGene00021198,npp-26,nervous-system
WBGene00021199,Y17G9B.2,nervous-system
WBGene00021204,fbxb-77,nervous-system
WBGene00021207,ptp-5.3,reproductive-system
WBGene00021208,Y18H1A.2,ubiquitous
WBGene00021209,hgap-1,ubiquitous
WBGene00021223,Y19D10A.8,nervous-system
WBGene00021226,Y19D10A.11,nervous-system
WBGene00021227,mct-1,muscular-system
WBGene00021232,irld-15,nervous-system
WBGene00021239,Y20F4.4,ubiquitous
WBGene00021243,Y22D7AL.3,intestine
WBGene00021246,Y22D7AL.7,ubiquitous
WBGene00021248,Y22D7AL.10,ubiquitous
WBGene00021249,Y22D7AL.11,nervous-system
WBGene00021254,Y22D7AL.16,nervous-system
WBGene00021256,Y22D7AR.2,intestine
WBGene00021257,Y22D7AR.3,nervous-system
WBGene00021259,glb-30,nervous-system
WBGene00021260,Y22D7AR.6,nervous-system
WBGene00021261,Y22D7AR.7,coelomic-system
WBGene00021266,Y22D7AR.14,coelomic-system
WBGene00021267,Y23B4A.1,nervous-system
WBGene00021269,Y23H5A.2,ubiquitous
WBGene00021270,pid-3,reproductive-system
WBGene00021272,Y23H5B.1,nervous-system
WBGene00021277,ddx-10,ubiquitous
WBGene00021279,Y23H5B.8,epithelial-system
WBGene00021284,Y24D9A.6,muscular-system
WBGene00021285,Y24D9A.7,nervous-system
WBGene00021286,tald-1,nervous-system
WBGene00021288,clec-123,reproductive-system
WBGene00021289,Y25C1A.2,nervous-system
WBGene00021292,copb-1,ubiquitous
WBGene00021295,Y25C1A.8,reproductive-system
WBGene00021301,Y32G9A.2,intestine
WBGene00021304,nphp-2,nervous-system
WBGene00021315,Y32H12A.7,ubiquitous
WBGene00021324,rga-8,intestine
WBGene00021329,Y34D9A.3,ubiquitous
WBGene00021331,glrx-10,ubiquitous
WBGene00021332,Y34D9A.7,reproductive-system
WBGene00021336,Y34F4.1,intestine
WBGene00021338,Y34F4.3,nervous-system
WBGene00021339,Y34F4.4,intestine
WBGene00021340,Y34F4.5,ubiquitous
WBGene00021347,rpb-10,ubiquitous
WBGene00021348,moag-4,ubiquitous
WBGene00021349,arl-13,nervous-system
WBGene00021350,Y37E3.8,ubiquitous
WBGene00021351,eif-2alpha,ubiquitous
WBGene00021352,pcyt-2.1,ubiquitous
WBGene00021355,Y37E3.17,ubiquitous
WBGene00021366,Y37E11AM.2,reproductive-system
WBGene00021367,Y37E11AM.3,intestine
WBGene00021374,Y37E11B.1,nervous-system
WBGene00021377,Y37E11B.5,ubiquitous
WBGene00021378,Y37E11B.6,ubiquitous
WBGene00021381,Y37E11B.10,reproductive-system
WBGene00021382,Y37F4.1,nervous-system
WBGene00021383,Y37F4.2,nervous-system
WBGene00021384,Y37F4.3,nervous-system
WBGene00021386,Y37F4.5,nervous-system
WBGene00021391,smut-1,ubiquitous
WBGene00021392,Y38A10A.7,ubiquitous
WBGene00021404,trpl-3,nervous-system
WBGene00021408,trpl-4,nervous-system
WBGene00021410,Y38C1BA.1,intestine
WBGene00021412,cyp-29A3,nervous-system
WBGene00021414,Y38C9B.3,nervous-system
WBGene00021417,nhr-236,nervous-system
WBGene00021419,eri-5,reproductive-system
WBGene00021420,trap-3,ubiquitous
WBGene00021421,Y38F2AR.3,reproductive-system
WBGene00021425,ppgn-1,reproductive-system
WBGene00021427,sec-61.B,ubiquitous
WBGene00021435,Y39A3A.4,muscular-system
WBGene00021436,Y39A3B.1,nervous-system
WBGene00021437,lgc-42,nervous-system
WBGene00021440,Y39A3CL.1,ubiquitous
WBGene00021443,Y39A3CL.7,reproductive-system
WBGene00021446,hlh-33,nervous-system
WBGene00021457,Y39F10C.1,nervous-system
WBGene00021460,zwl-1,ubiquitous
WBGene00021461,nekl-1,nervous-system
WBGene00021466,eif-2gamma,ubiquitous
WBGene00021467,Y39G10AR.9,reproductive-system
WBGene00021468,epg-2,ubiquitous
WBGene00021469,Y39G10AR.11,nervous-system
WBGene00021470,tpxl-1,ubiquitous
WBGene00021475,tbca-1,ubiquitous
WBGene00021476,nsun-4,reproductive-system
WBGene00021477,srbc-64,nervous-system
WBGene00021485,Y40A1A.3,muscular-system
WBGene00021490,Y40B10A.5,nervous-system
WBGene00021491,comt-4,intestine
WBGene00021494,Y40B10B.1,muscular-system
WBGene00021496,daf-42,intestine
WBGene00021502,Y40D12A.1,ubiquitous
WBGene00021507,ptpn-22,nervous-system
WBGene00021509,Y41D4A.7,muscular-system
WBGene00021510,frpr-19,nervous-system
WBGene00021512,Y41D4B.4,reproductive-system
WBGene00021524,Y41D4B.24,nervous-system
WBGene00021526,nspg-5,nervous-system
WBGene00021534,mvk-1,ubiquitous
WBGene00021536,Y42H9AR.1,ubiquitous
WBGene00021539,Y42H9AR.4,ubiquitous
WBGene00021542,Y43B11AL.1,epithelial-system
WBGene00021545,Y43H11AL.1,ubiquitous
WBGene00021547,Y44E3A.1,ubiquitous
WBGene00021554,Y45G5AL.1,ubiquitous
WBGene00021555,pid-5,reproductive-system
WBGene00021556,Y45G5AM.3,ubiquitous
WBGene00021559,Y45G5AM.7,ubiquitous
WBGene00021560,coh-4,reproductive-system
WBGene00021562,nuo-5,ubiquitous
WBGene00021566,Y45G12C.3,intestine
WBGene00021578,Y46B2A.3,nervous-system
WBGene00021581,clec-70,intestine
WBGene00021585,clec-74,nervous-system
WBGene00021587,clec-76,intestine
WBGene00021594,tig-3,intestine
WBGene00021599,srt-42,nervous-system
WBGene00021602,clec-205,intestine
WBGene00021603,clec-204,intestine
WBGene00021613,ttc-37,ubiquitous
WBGene00021619,Y47D7A.6,nervous-system
WBGene00021623,Y47D7A.11,muscular-system
WBGene00021628,Y47D9A.1,ubiquitous
WBGene00021629,scpl-3,ubiquitous
WBGene00021632,Y47D9A.5,nervous-system
WBGene00021633,Y47G6A.3,nervous-system
WBGene00021636,pcaf-1,ubiquitous
WBGene00021643,ccep-290,nervous-system
WBGene00021647,Y47G6A.22,intestine
WBGene00021648,mis-12,ubiquitous
WBGene00021657,Y48G1A.1,reproductive-system
WBGene00021660,nol-14,ubiquitous
WBGene00021667,snpc-3.2,reproductive-system
WBGene00021675,Y48G1BR.1,epithelial-system
WBGene00021676,pid-2,reproductive-system
WBGene00021677,pgs-1,ubiquitous
WBGene00021679,Y48G1C.6,nervous-system
WBGene00021690,Y48G8AL.12,nervous-system
WBGene00021691,Y48G8AL.13,ubiquitous
WBGene00021701,Y48G9A.7,nervous-system
WBGene00021710,cyp-33C11,nervous-system
WBGene00021713,Y49F6A.5,muscular-system
WBGene00021729,Y49F6C.7,muscular-system
WBGene00021730,Y49F6C.8,reproductive-system
WBGene00021733,otub-2,ubiquitous
WBGene00021736,wrb-1,ubiquitous
WBGene00021739,Y50D4A.5,ubiquitous
WBGene00021740,Y50D4B.1,nervous-system
WBGene00021751,Y50D7A.1,nervous-system
WBGene00021752,xpd-1,nervous-system
WBGene00021757,taco-1,ubiquitous
WBGene00021758,Y50D7A.10,ubiquitous
WBGene00021763,Y51F10.2,ubiquitous
WBGene00021764,Y51F10.3,coelomic-system
WBGene00021765,Y51F10.4,ubiquitous
WBGene00021772,math-45,intestine
WBGene00021773,fbxb-42,epithelial-system
WBGene00021774,fbxb-43,nervous-system
WBGene00021784,cogc-4,reproductive-system
WBGene00021787,Y51H7C.9,intestine
WBGene00021790,Y51H7C.12,epithelial-system
WBGene00021797,plep-1,excretory-system
WBGene00021799,Y53G8AL.1,nervous-system
WBGene00021800,nduf-9,ubiquitous
WBGene00021801,Y53G8AL.3,nervous-system
WBGene00021804,Y53G8AM.4,nervous-system
WBGene00021807,Y53G8AM.7,nervous-system
WBGene00021808,Y53G8AM.8,ubiquitous
WBGene00021810,phf-15,ubiquitous
WBGene00021811,ral-1,ubiquitous
WBGene00021812,Y53G8AR.5,reproductive-system
WBGene00021813,Y53G8AR.6,reproductive-system
WBGene00021821,Y54B9A.1,nervous-system
WBGene00021826,txl-1,ubiquitous
WBGene00021827,dnc-6,ubiquitous
WBGene00021828,Y54E10A.6,reproductive-system
WBGene00021829,mrpl-17,ubiquitous
WBGene00021830,Y54E10A.10,ubiquitous
WBGene00021840,pign-1,ubiquitous
WBGene00021842,Y54E10BR.3,ubiquitous
WBGene00021843,Y54E10BR.4,ubiquitous
WBGene00021845,rpb-7,ubiquitous
WBGene00021847,Y54F10AL.1,ubiquitous
WBGene00021848,nhr-239,nervous-system
WBGene00021849,Y54F10AM.5,ubiquitous
WBGene00021855,Y54F10AR.2,ubiquitous
WBGene00021856,ppm-1.D,reproductive-system
WBGene00021861,Y54F10BM.6,nervous-system
WBGene00021864,fbxa-1,muscular-system
WBGene00021865,fbxa-66,intestine
WBGene00021868,atln-1,ubiquitous
