Gene stable ID,Genome project,Gene name,Transcript biotype
WBGene00013181,caenorhabditis_elegans_prjna13758,Y53H1B.2,protein_coding
WBGene00013182,caenorhabditis_elegans_prjna13758,Y53H1B.4,protein_coding
WBGene00013184,caenorhabditis_elegans_prjna13758,clpr-4,protein_coding
WBGene00013186,caenorhabditis_elegans_prjna13758,Y53H1C.3,protein_coding
WBGene00013186,caenorhabditis_elegans_prjna13758,Y53H1C.3,protein_coding
WBGene00013187,caenorhabditis_elegans_prjna13758,npr-34,protein_coding
WBGene00013188,caenorhabditis_elegans_prjna13758,smg-9,protein_coding
WBGene00013188,caenorhabditis_elegans_prjna13758,smg-9,protein_coding
WBGene00013188,caenorhabditis_elegans_prjna13758,smg-9,protein_coding
WBGene00013188,caenorhabditis_elegans_prjna13758,smg-9,protein_coding
WBGene00013189,caenorhabditis_elegans_prjna13758,Y54E2A.4,protein_coding
WBGene00013189,caenorhabditis_elegans_prjna13758,Y54E2A.4,protein_coding
WBGene00013189,caenorhabditis_elegans_prjna13758,Y54E2A.4,protein_coding
WBGene00013190,caenorhabditis_elegans_prjna13758,Y54E2A.5,protein_coding
WBGene00013192,caenorhabditis_elegans_prjna13758,Y54E2A.7,protein_coding
WBGene00013193,caenorhabditis_elegans_prjna13758,Y54E2A.8,protein_coding
WBGene00013193,caenorhabditis_elegans_prjna13758,Y54E2A.8,protein_coding
WBGene00013194,caenorhabditis_elegans_prjna13758,Y54E2A.9,protein_coding
WBGene00013195,caenorhabditis_elegans_prjna13758,Y54E2A.10,protein_coding
WBGene00013196,caenorhabditis_elegans_prjna13758,tbc-20,protein_coding
WBGene00013196,caenorhabditis_elegans_prjna13758,tbc-20,protein_coding
WBGene00013197,caenorhabditis_elegans_prjna13758,ttm-5,protein_coding
WBGene00013197,caenorhabditis_elegans_prjna13758,ttm-5,protein_coding
WBGene00013198,caenorhabditis_elegans_prjna13758,Y54E5A.2,protein_coding
WBGene00013200,caenorhabditis_elegans_prjna13758,Y54E5A.5,protein_coding
WBGene00013201,caenorhabditis_elegans_prjna13758,dus-2,protein_coding
WBGene00013201,caenorhabditis_elegans_prjna13758,dus-2,protein_coding
WBGene00013202,caenorhabditis_elegans_prjna13758,Y54E5A.7,protein_coding
WBGene00013202,caenorhabditis_elegans_prjna13758,Y54E5A.7,protein_coding
WBGene00013202,caenorhabditis_elegans_prjna13758,Y54E5A.7,protein_coding
WBGene00013202,caenorhabditis_elegans_prjna13758,Y54E5A.7,protein_coding
WBGene00013203,caenorhabditis_elegans_prjna13758,Y54E5A.8,protein_coding
WBGene00013203,caenorhabditis_elegans_prjna13758,Y54E5A.8,ncRNA
WBGene00013203,caenorhabditis_elegans_prjna13758,Y54E5A.8,protein_coding
WBGene00013203,caenorhabditis_elegans_prjna13758,Y54E5A.8,protein_coding
WBGene00013203,caenorhabditis_elegans_prjna13758,Y54E5A.8,protein_coding
WBGene00013204,caenorhabditis_elegans_prjna13758,Y54E5B.2,protein_coding
WBGene00013207,caenorhabditis_elegans_prjna13758,zipt-2.3,protein_coding
WBGene00013208,caenorhabditis_elegans_prjna13758,Y54G9A.5,protein_coding
WBGene00013209,caenorhabditis_elegans_prjna13758,bub-3,protein_coding
WBGene00013210,caenorhabditis_elegans_prjna13758,Y54G9A.7,protein_coding
WBGene00013211,caenorhabditis_elegans_prjna13758,Y54G9A.9,protein_coding
WBGene00013212,caenorhabditis_elegans_prjna13758,Y54G11A.1,protein_coding
WBGene00013213,caenorhabditis_elegans_prjna13758,Y54G11A.2,protein_coding
WBGene00013214,caenorhabditis_elegans_prjna13758,Y54G11A.3,protein_coding
WBGene00013215,caenorhabditis_elegans_prjna13758,Y54G11A.4,protein_coding
WBGene00013216,caenorhabditis_elegans_prjna13758,Y54G11A.7,protein_coding
WBGene00013217,caenorhabditis_elegans_prjna13758,ddl-3,protein_coding
WBGene00013217,caenorhabditis_elegans_prjna13758,ddl-3,protein_coding
WBGene00013218,caenorhabditis_elegans_prjna13758,Y54G11A.9,protein_coding
WBGene00013218,caenorhabditis_elegans_prjna13758,Y54G11A.9,protein_coding
WBGene00013219,caenorhabditis_elegans_prjna13758,elof-1,protein_coding
WBGene00013219,caenorhabditis_elegans_prjna13758,elof-1,protein_coding
WBGene00013220,caenorhabditis_elegans_prjna13758,ctl-3,protein_coding
WBGene00013220,caenorhabditis_elegans_prjna13758,ctl-3,protein_coding
WBGene00013221,caenorhabditis_elegans_prjna13758,Y54G11A.14,protein_coding
WBGene00013221,caenorhabditis_elegans_prjna13758,Y54G11A.14,protein_coding
WBGene00013222,caenorhabditis_elegans_prjna13758,dmsr-6,protein_coding
WBGene00013222,caenorhabditis_elegans_prjna13758,dmsr-6,protein_coding
WBGene00013223,caenorhabditis_elegans_prjna13758,efa-6,protein_coding
WBGene00013223,caenorhabditis_elegans_prjna13758,efa-6,protein_coding
WBGene00013223,caenorhabditis_elegans_prjna13758,efa-6,protein_coding
WBGene00013223,caenorhabditis_elegans_prjna13758,efa-6,protein_coding
WBGene00013224,caenorhabditis_elegans_prjna13758,Y55D9A.2,protein_coding
WBGene00013224,caenorhabditis_elegans_prjna13758,Y55D9A.2,protein_coding
WBGene00013225,caenorhabditis_elegans_prjna13758,Y56A3A.2,protein_coding
WBGene00013226,caenorhabditis_elegans_prjna13758,faah-5,protein_coding
WBGene00013227,caenorhabditis_elegans_prjna13758,Y56A3A.6,protein_coding
WBGene00013228,caenorhabditis_elegans_prjna13758,Y56A3A.7,protein_coding
WBGene00013228,caenorhabditis_elegans_prjna13758,Y56A3A.7,protein_coding
WBGene00013230,caenorhabditis_elegans_prjna13758,fbxb-22,protein_coding
WBGene00013231,caenorhabditis_elegans_prjna13758,tsen-2,protein_coding
WBGene00013232,caenorhabditis_elegans_prjna13758,faah-4,protein_coding
WBGene00013232,caenorhabditis_elegans_prjna13758,faah-4,protein_coding
WBGene00013232,caenorhabditis_elegans_prjna13758,faah-4,protein_coding
WBGene00013232,caenorhabditis_elegans_prjna13758,faah-4,protein_coding
WBGene00013232,caenorhabditis_elegans_prjna13758,faah-4,protein_coding
WBGene00013233,caenorhabditis_elegans_prjna13758,sdz-33,protein_coding
WBGene00013234,caenorhabditis_elegans_prjna13758,fbxb-24,protein_coding
WBGene00013235,caenorhabditis_elegans_prjna13758,Y56A3A.16,protein_coding
WBGene00013235,caenorhabditis_elegans_prjna13758,Y56A3A.16,protein_coding
WBGene00013236,caenorhabditis_elegans_prjna13758,Y56A3A.18,protein_coding
WBGene00013237,caenorhabditis_elegans_prjna13758,Y56A3A.19,protein_coding
WBGene00013238,caenorhabditis_elegans_prjna13758,trap-4,protein_coding
WBGene00013239,caenorhabditis_elegans_prjna13758,Y56A3A.22,protein_coding
WBGene00013240,caenorhabditis_elegans_prjna13758,Y56A3A.28,protein_coding
WBGene00013240,caenorhabditis_elegans_prjna13758,Y56A3A.28,protein_coding
WBGene00013241,caenorhabditis_elegans_prjna13758,ung-1,protein_coding
WBGene00013241,caenorhabditis_elegans_prjna13758,ung-1,protein_coding
WBGene00013241,caenorhabditis_elegans_prjna13758,ung-1,protein_coding
WBGene00013241,caenorhabditis_elegans_prjna13758,ung-1,protein_coding
WBGene00013242,caenorhabditis_elegans_prjna13758,Y56A3A.30,protein_coding
WBGene00013243,caenorhabditis_elegans_prjna13758,Y56A3A.31,protein_coding
WBGene00013243,caenorhabditis_elegans_prjna13758,Y56A3A.31,protein_coding
WBGene00013243,caenorhabditis_elegans_prjna13758,Y56A3A.31,protein_coding
WBGene00013243,caenorhabditis_elegans_prjna13758,Y56A3A.31,protein_coding
WBGene00013244,caenorhabditis_elegans_prjna13758,Y56A3A.33,protein_coding
WBGene00013246,caenorhabditis_elegans_prjna13758,Y57A10A.1,pseudogene
WBGene00013247,caenorhabditis_elegans_prjna13758,Y57A10A.2,protein_coding
WBGene00013247,caenorhabditis_elegans_prjna13758,Y57A10A.2,protein_coding
WBGene00013247,caenorhabditis_elegans_prjna13758,Y57A10A.2,protein_coding
WBGene00013248,caenorhabditis_elegans_prjna13758,Y57A10A.3,pseudogene
WBGene00013249,caenorhabditis_elegans_prjna13758,Y57A10A.4,protein_coding
WBGene00013250,caenorhabditis_elegans_prjna13758,Y57A10A.5,protein_coding
WBGene00013251,caenorhabditis_elegans_prjna13758,Y57A10A.6,pseudogene
WBGene00013252,caenorhabditis_elegans_prjna13758,Y57A10A.7,pseudogene
WBGene00013253,caenorhabditis_elegans_prjna13758,Y57A10A.8,protein_coding
WBGene00013254,caenorhabditis_elegans_prjna13758,tag-276,protein_coding
WBGene00013255,caenorhabditis_elegans_prjna13758,tric-1B.1,protein_coding
WBGene00013256,caenorhabditis_elegans_prjna13758,Y57A10A.13,protein_coding
WBGene00013257,caenorhabditis_elegans_prjna13758,Y57A10A.14,protein_coding
WBGene00013257,caenorhabditis_elegans_prjna13758,Y57A10A.14,protein_coding
WBGene00013258,caenorhabditis_elegans_prjna13758,polg-1,protein_coding
WBGene00013259,caenorhabditis_elegans_prjna13758,trpp-5,protein_coding
WBGene00013260,caenorhabditis_elegans_prjna13758,rsr-2,protein_coding
WBGene00013261,caenorhabditis_elegans_prjna13758,sinh-1,protein_coding
WBGene00013263,caenorhabditis_elegans_prjna13758,txdc-12.1,protein_coding
WBGene00013264,caenorhabditis_elegans_prjna13758,Y57A10A.24,protein_coding
WBGene00013265,caenorhabditis_elegans_prjna13758,parn-2,protein_coding
WBGene00013266,caenorhabditis_elegans_prjna13758,Y57A10A.26,protein_coding
WBGene00013267,caenorhabditis_elegans_prjna13758,Y57A10A.27,protein_coding
WBGene00013268,caenorhabditis_elegans_prjna13758,tric-1B.2,protein_coding
WBGene00013269,caenorhabditis_elegans_prjna13758,Y57A10A.29,protein_coding
WBGene00013270,caenorhabditis_elegans_prjna13758,Y57A10A.31,protein_coding
WBGene00013272,caenorhabditis_elegans_prjna13758,aqp-12,protein_coding
WBGene00013273,caenorhabditis_elegans_prjna13758,marc-5,protein_coding
WBGene00013275,caenorhabditis_elegans_prjna13758,btb-14,protein_coding
WBGene00013276,caenorhabditis_elegans_prjna13758,sre-42,protein_coding
WBGene00013277,caenorhabditis_elegans_prjna13758,sre-41,protein_coding
WBGene00013278,caenorhabditis_elegans_prjna13758,Y57A10B.6,protein_coding
WBGene00013279,caenorhabditis_elegans_prjna13758,Y57A10B.7,protein_coding
WBGene00013280,caenorhabditis_elegans_prjna13758,Y57A10C.1,protein_coding
WBGene00013281,caenorhabditis_elegans_prjna13758,sre-27,protein_coding
WBGene00013282,caenorhabditis_elegans_prjna13758,sre-26,protein_coding
WBGene00013283,caenorhabditis_elegans_prjna13758,sre-25,pseudogene
WBGene00013284,caenorhabditis_elegans_prjna13758,daf-22,protein_coding
WBGene00013285,caenorhabditis_elegans_prjna13758,dct-12,protein_coding
WBGene00013286,caenorhabditis_elegans_prjna13758,Y57A10C.8,protein_coding
WBGene00013287,caenorhabditis_elegans_prjna13758,Y57A10C.9,protein_coding
WBGene00013288,caenorhabditis_elegans_prjna13758,Y57A10C.10,protein_coding
WBGene00013289,caenorhabditis_elegans_prjna13758,tag-273,protein_coding
WBGene00013289,caenorhabditis_elegans_prjna13758,tag-273,protein_coding
WBGene00013289,caenorhabditis_elegans_prjna13758,tag-273,protein_coding
WBGene00013289,caenorhabditis_elegans_prjna13758,tag-273,protein_coding
WBGene00013289,caenorhabditis_elegans_prjna13758,tag-273,protein_coding
WBGene00013289,caenorhabditis_elegans_prjna13758,tag-273,protein_coding
WBGene00013290,caenorhabditis_elegans_prjna13758,Y57G11A.2,protein_coding
WBGene00013292,caenorhabditis_elegans_prjna13758,Y57G11A.4,protein_coding
WBGene00013292,caenorhabditis_elegans_prjna13758,Y57G11A.4,protein_coding
WBGene00013293,caenorhabditis_elegans_prjna13758,Y57G11A.5,protein_coding
WBGene00013294,caenorhabditis_elegans_prjna13758,pals-30,protein_coding
WBGene00013295,caenorhabditis_elegans_prjna13758,Y57G11B.2,protein_coding
WBGene00013295,caenorhabditis_elegans_prjna13758,Y57G11B.2,protein_coding
WBGene00013296,caenorhabditis_elegans_prjna13758,Y57G11B.3,protein_coding
WBGene00013297,caenorhabditis_elegans_prjna13758,Y57G11B.5,protein_coding
WBGene00013298,caenorhabditis_elegans_prjna13758,Y57G11B.6,protein_coding
WBGene00013299,caenorhabditis_elegans_prjna13758,irld-18,protein_coding
WBGene00013300,caenorhabditis_elegans_prjna13758,lgc-7,protein_coding
WBGene00013301,caenorhabditis_elegans_prjna13758,Y57G11C.3,protein_coding
WBGene00013301,caenorhabditis_elegans_prjna13758,Y57G11C.3,protein_coding
WBGene00013302,caenorhabditis_elegans_prjna13758,vti-1,protein_coding
WBGene00013303,caenorhabditis_elegans_prjna13758,Y57G11C.5,protein_coding
WBGene00013303,caenorhabditis_elegans_prjna13758,Y57G11C.5,protein_coding
WBGene00013303,caenorhabditis_elegans_prjna13758,Y57G11C.5,protein_coding
WBGene00013304,caenorhabditis_elegans_prjna13758,ptp-5.2,protein_coding
WBGene00013305,caenorhabditis_elegans_prjna13758,Y57G11C.7,pseudogene
WBGene00013306,caenorhabditis_elegans_prjna13758,Y57G11C.8,protein_coding
WBGene00013307,caenorhabditis_elegans_prjna13758,Y57G11C.9,protein_coding
WBGene00013307,caenorhabditis_elegans_prjna13758,Y57G11C.9,protein_coding
WBGene00013307,caenorhabditis_elegans_prjna13758,Y57G11C.9,protein_coding
WBGene00013307,caenorhabditis_elegans_prjna13758,Y57G11C.9,protein_coding
WBGene00013307,caenorhabditis_elegans_prjna13758,Y57G11C.9,protein_coding
WBGene00013307,caenorhabditis_elegans_prjna13758,Y57G11C.9,protein_coding
WBGene00013307,caenorhabditis_elegans_prjna13758,Y57G11C.9,protein_coding
WBGene00013307,caenorhabditis_elegans_prjna13758,Y57G11C.9,protein_coding
WBGene00013308,caenorhabditis_elegans_prjna13758,nuo-3,protein_coding
WBGene00013308,caenorhabditis_elegans_prjna13758,nuo-3,protein_coding
WBGene00013310,caenorhabditis_elegans_prjna13758,Y57G11C.14,protein_coding
WBGene00013311,caenorhabditis_elegans_prjna13758,sec-61.A,protein_coding
WBGene00013311,caenorhabditis_elegans_prjna13758,sec-61.A,protein_coding
WBGene00013312,caenorhabditis_elegans_prjna13758,hhat-2,protein_coding
WBGene00013312,caenorhabditis_elegans_prjna13758,hhat-2,ncRNA
WBGene00013313,caenorhabditis_elegans_prjna13758,Y57G11C.18,pseudogene
WBGene00013315,caenorhabditis_elegans_prjna13758,Y57G11C.20,protein_coding
WBGene00013316,caenorhabditis_elegans_prjna13758,Y57G11C.21,pseudogene
WBGene00013317,caenorhabditis_elegans_prjna13758,Y57G11C.22,protein_coding
WBGene00013317,caenorhabditis_elegans_prjna13758,Y57G11C.22,ncRNA
WBGene00013318,caenorhabditis_elegans_prjna13758,Y57G11C.23,protein_coding
WBGene00013319,caenorhabditis_elegans_prjna13758,ccch-5,protein_coding
WBGene00013320,caenorhabditis_elegans_prjna13758,srt-51,pseudogene
WBGene00013321,caenorhabditis_elegans_prjna13758,Y57G11C.31,protein_coding
WBGene00013321,caenorhabditis_elegans_prjna13758,Y57G11C.31,protein_coding
WBGene00013322,caenorhabditis_elegans_prjna13758,talp-3,protein_coding
WBGene00013323,caenorhabditis_elegans_prjna13758,Y57G11C.33,protein_coding
WBGene00013323,caenorhabditis_elegans_prjna13758,Y57G11C.33,protein_coding
WBGene00013324,caenorhabditis_elegans_prjna13758,mrps-7,protein_coding
WBGene00013325,caenorhabditis_elegans_prjna13758,Y57G11C.36,protein_coding
WBGene00013325,caenorhabditis_elegans_prjna13758,Y57G11C.36,protein_coding
WBGene00013326,caenorhabditis_elegans_prjna13758,anoh-2,protein_coding
WBGene00013326,caenorhabditis_elegans_prjna13758,anoh-2,protein_coding
WBGene00013326,caenorhabditis_elegans_prjna13758,anoh-2,protein_coding
WBGene00013327,caenorhabditis_elegans_prjna13758,Y57G11C.38,protein_coding
WBGene00013327,caenorhabditis_elegans_prjna13758,Y57G11C.38,protein_coding
WBGene00013328,caenorhabditis_elegans_prjna13758,Y57G11C.39,protein_coding
WBGene00013329,caenorhabditis_elegans_prjna13758,Y57G11C.40,protein_coding
WBGene00013330,caenorhabditis_elegans_prjna13758,Y57G11C.41,protein_coding
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,protein_coding
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,protein_coding
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,protein_coding
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,protein_coding
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,protein_coding
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,protein_coding
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,ncRNA
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,ncRNA
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,ncRNA
WBGene00013331,caenorhabditis_elegans_prjna13758,Y57G11C.42,ncRNA
WBGene00013332,caenorhabditis_elegans_prjna13758,Y57G11C.43,protein_coding
WBGene00013333,caenorhabditis_elegans_prjna13758,Y57G11C.44,protein_coding
WBGene00013333,caenorhabditis_elegans_prjna13758,Y57G11C.44,protein_coding
WBGene00013333,caenorhabditis_elegans_prjna13758,Y57G11C.44,protein_coding
WBGene00013334,caenorhabditis_elegans_prjna13758,nlp-56,protein_coding
WBGene00013334,caenorhabditis_elegans_prjna13758,nlp-56,protein_coding
WBGene00013334,caenorhabditis_elegans_prjna13758,nlp-56,protein_coding
WBGene00013334,caenorhabditis_elegans_prjna13758,nlp-56,protein_coding
WBGene00013335,caenorhabditis_elegans_prjna13758,Y57G11C.46,protein_coding
WBGene00013336,caenorhabditis_elegans_prjna13758,pnc-2,protein_coding
WBGene00013337,caenorhabditis_elegans_prjna13758,Y57G11C.48,protein_coding
WBGene00013338,caenorhabditis_elegans_prjna13758,lgc-8,protein_coding
WBGene00013339,caenorhabditis_elegans_prjna13758,phf-14,protein_coding
WBGene00013340,caenorhabditis_elegans_prjna13758,tcc-1,protein_coding
WBGene00013341,caenorhabditis_elegans_prjna13758,Y59A8A.7,pseudogene
WBGene00013343,caenorhabditis_elegans_prjna13758,prp-6,protein_coding
WBGene00013344,caenorhabditis_elegans_prjna13758,ebp-1,protein_coding
WBGene00013345,caenorhabditis_elegans_prjna13758,Y59A8B.8,protein_coding
WBGene00013347,caenorhabditis_elegans_prjna13758,nova-1,protein_coding
WBGene00013347,caenorhabditis_elegans_prjna13758,nova-1,protein_coding
WBGene00013347,caenorhabditis_elegans_prjna13758,nova-1,protein_coding
WBGene00013347,caenorhabditis_elegans_prjna13758,nova-1,protein_coding
WBGene00013348,caenorhabditis_elegans_prjna13758,fbxa-106,protein_coding
WBGene00013348,caenorhabditis_elegans_prjna13758,fbxa-106,protein_coding
WBGene00013348,caenorhabditis_elegans_prjna13758,fbxa-106,protein_coding
WBGene00013348,caenorhabditis_elegans_prjna13758,fbxa-106,protein_coding
WBGene00013348,caenorhabditis_elegans_prjna13758,fbxa-106,protein_coding
WBGene00013348,caenorhabditis_elegans_prjna13758,fbxa-106,protein_coding
WBGene00013349,caenorhabditis_elegans_prjna13758,Y59A8B.12,protein_coding
WBGene00013350,caenorhabditis_elegans_prjna13758,slr-2,protein_coding
WBGene00013350,caenorhabditis_elegans_prjna13758,slr-2,protein_coding
WBGene00013350,caenorhabditis_elegans_prjna13758,slr-2,protein_coding
WBGene00013350,caenorhabditis_elegans_prjna13758,slr-2,protein_coding
WBGene00013350,caenorhabditis_elegans_prjna13758,slr-2,protein_coding
WBGene00013350,caenorhabditis_elegans_prjna13758,slr-2,protein_coding
WBGene00013351,caenorhabditis_elegans_prjna13758,Y59A8B.19,protein_coding
WBGene00013352,caenorhabditis_elegans_prjna13758,lon-8,protein_coding
WBGene00013353,caenorhabditis_elegans_prjna13758,Y59A8B.21,protein_coding
WBGene00013353,caenorhabditis_elegans_prjna13758,Y59A8B.21,protein_coding
WBGene00013354,caenorhabditis_elegans_prjna13758,snx-6,protein_coding
WBGene00013354,caenorhabditis_elegans_prjna13758,snx-6,protein_coding
WBGene00013354,caenorhabditis_elegans_prjna13758,snx-6,protein_coding
WBGene00013354,caenorhabditis_elegans_prjna13758,snx-6,protein_coding
WBGene00013355,caenorhabditis_elegans_prjna13758,gck-3,protein_coding
WBGene00013355,caenorhabditis_elegans_prjna13758,gck-3,protein_coding
WBGene00013355,caenorhabditis_elegans_prjna13758,gck-3,protein_coding
WBGene00013356,caenorhabditis_elegans_prjna13758,Y59A8B.24,protein_coding
WBGene00013357,caenorhabditis_elegans_prjna13758,clec-260,protein_coding
WBGene00013358,caenorhabditis_elegans_prjna13758,abhd-3.1,protein_coding
WBGene00013359,caenorhabditis_elegans_prjna13758,Y60A3A.8,protein_coding
WBGene00013360,caenorhabditis_elegans_prjna13758,tmed-4,protein_coding
WBGene00013361,caenorhabditis_elegans_prjna13758,fars-2,protein_coding
WBGene00013361,caenorhabditis_elegans_prjna13758,fars-2,protein_coding
WBGene00013361,caenorhabditis_elegans_prjna13758,fars-2,protein_coding
WBGene00013362,caenorhabditis_elegans_prjna13758,algn-7,protein_coding
WBGene00013363,caenorhabditis_elegans_prjna13758,nhr-240,pseudogene
WBGene00013364,caenorhabditis_elegans_prjna13758,Y60A3A.16,protein_coding
WBGene00013364,caenorhabditis_elegans_prjna13758,Y60A3A.16,protein_coding
WBGene00013365,caenorhabditis_elegans_prjna13758,Y60A3A.19,protein_coding
WBGene00013365,caenorhabditis_elegans_prjna13758,Y60A3A.19,protein_coding
WBGene00013365,caenorhabditis_elegans_prjna13758,Y60A3A.19,protein_coding
WBGene00013366,caenorhabditis_elegans_prjna13758,Y60A3A.21,protein_coding
WBGene00013366,caenorhabditis_elegans_prjna13758,Y60A3A.21,protein_coding
WBGene00013367,caenorhabditis_elegans_prjna13758,Y60A3A.23,protein_coding
WBGene00013368,caenorhabditis_elegans_prjna13758,Y60A9.1,protein_coding
WBGene00013369,caenorhabditis_elegans_prjna13758,Y60A9.2,pseudogene
WBGene00013370,caenorhabditis_elegans_prjna13758,Y60A9.3,protein_coding
WBGene00013371,caenorhabditis_elegans_prjna13758,Y60A9A.1,protein_coding
WBGene00013372,caenorhabditis_elegans_prjna13758,Y61B8B.2,pseudogene
WBGene00013373,caenorhabditis_elegans_prjna13758,popl-7,protein_coding
WBGene00013373,caenorhabditis_elegans_prjna13758,popl-7,protein_coding
WBGene00013374,caenorhabditis_elegans_prjna13758,Y62E10A.3,protein_coding
WBGene00013375,caenorhabditis_elegans_prjna13758,srsx-25,protein_coding
WBGene00013375,caenorhabditis_elegans_prjna13758,srsx-25,protein_coding
WBGene00013376,caenorhabditis_elegans_prjna13758,Y62E10A.6,protein_coding
WBGene00013378,caenorhabditis_elegans_prjna13758,emc-3,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013379,caenorhabditis_elegans_prjna13758,Y62E10A.13,protein_coding
WBGene00013380,caenorhabditis_elegans_prjna13758,memi-2,protein_coding
WBGene00013381,caenorhabditis_elegans_prjna13758,cyp-31A5,protein_coding
WBGene00013381,caenorhabditis_elegans_prjna13758,cyp-31A5,protein_coding
WBGene00013381,caenorhabditis_elegans_prjna13758,cyp-31A5,protein_coding
WBGene00013382,caenorhabditis_elegans_prjna13758,gcl-1,protein_coding
WBGene00013383,caenorhabditis_elegans_prjna13758,aptf-2,protein_coding
WBGene00013383,caenorhabditis_elegans_prjna13758,aptf-2,protein_coding
WBGene00013385,caenorhabditis_elegans_prjna13758,Y62E10A.19,protein_coding
WBGene00013386,caenorhabditis_elegans_prjna13758,C12C8.t5,tRNA
WBGene00013387,caenorhabditis_elegans_prjna13758,Y62F5A.9,protein_coding
WBGene00013388,caenorhabditis_elegans_prjna13758,Y62F5A.10,protein_coding
WBGene00013389,caenorhabditis_elegans_prjna13758,Y62H9A.1,protein_coding
WBGene00013390,caenorhabditis_elegans_prjna13758,Y62H9A.2,protein_coding
WBGene00013391,caenorhabditis_elegans_prjna13758,Y62H9A.3,protein_coding
WBGene00013392,caenorhabditis_elegans_prjna13758,Y62H9A.4,protein_coding
WBGene00013393,caenorhabditis_elegans_prjna13758,Y62H9A.5,protein_coding
WBGene00013394,caenorhabditis_elegans_prjna13758,ule-5,protein_coding
WBGene00013395,caenorhabditis_elegans_prjna13758,Y62H9A.7,protein_coding
WBGene00013396,caenorhabditis_elegans_prjna13758,Y62H9A.8,protein_coding
WBGene00013397,caenorhabditis_elegans_prjna13758,Y62H9A.9,protein_coding
WBGene00013398,caenorhabditis_elegans_prjna13758,Y62H9A.10,protein_coding
WBGene00013398,caenorhabditis_elegans_prjna13758,Y62H9A.10,protein_coding
WBGene00013399,caenorhabditis_elegans_prjna13758,Y62H9A.11,protein_coding
WBGene00013400,caenorhabditis_elegans_prjna13758,Y62H9A.12,protein_coding
WBGene00013401,caenorhabditis_elegans_prjna13758,Y62H9A.13,protein_coding
WBGene00013402,caenorhabditis_elegans_prjna13758,Y62H9A.14,protein_coding
WBGene00013402,caenorhabditis_elegans_prjna13758,Y62H9A.14,protein_coding
WBGene00013403,caenorhabditis_elegans_prjna13758,fbxb-100,protein_coding
WBGene00013404,caenorhabditis_elegans_prjna13758,fbxb-101,protein_coding
WBGene00013405,caenorhabditis_elegans_prjna13758,tdpt-1,protein_coding
WBGene00013406,caenorhabditis_elegans_prjna13758,Y63D3A.7,protein_coding
WBGene00013407,caenorhabditis_elegans_prjna13758,fld-1,protein_coding
WBGene00013408,caenorhabditis_elegans_prjna13758,fbxb-93,protein_coding
WBGene00013408,caenorhabditis_elegans_prjna13758,fbxb-93,protein_coding
WBGene00013409,caenorhabditis_elegans_prjna13758,fbxb-56,protein_coding
WBGene00013410,caenorhabditis_elegans_prjna13758,fbxb-94,pseudogene
WBGene00013411,caenorhabditis_elegans_prjna13758,Y64G10A.1,protein_coding
WBGene00013412,caenorhabditis_elegans_prjna13758,Y64G10A.2,protein_coding
WBGene00013415,caenorhabditis_elegans_prjna13758,ilcr-1,protein_coding
WBGene00013416,caenorhabditis_elegans_prjna13758,Y64G10A.7,protein_coding
WBGene00013416,caenorhabditis_elegans_prjna13758,Y64G10A.7,protein_coding
WBGene00013416,caenorhabditis_elegans_prjna13758,Y64G10A.7,protein_coding
WBGene00013416,caenorhabditis_elegans_prjna13758,Y64G10A.7,protein_coding
WBGene00013416,caenorhabditis_elegans_prjna13758,Y64G10A.7,protein_coding
WBGene00013417,caenorhabditis_elegans_prjna13758,srab-24,protein_coding
WBGene00013418,caenorhabditis_elegans_prjna13758,Y65A5A.1,protein_coding
WBGene00013418,caenorhabditis_elegans_prjna13758,Y65A5A.1,protein_coding
WBGene00013419,caenorhabditis_elegans_prjna13758,Y65A5A.2,protein_coding
WBGene00013419,caenorhabditis_elegans_prjna13758,Y65A5A.2,protein_coding
WBGene00013419,caenorhabditis_elegans_prjna13758,Y65A5A.2,protein_coding
