Geneid	Chr	Start	End	Strand	Length	elt2D_sorted_1	elt2D_sorted_2	elt2D_sorted_3	elt2D_sorted_4	elt2Delt7D_sorted_1	elt2Delt7D_sorted_2	elt2Delt7D_sorted_3	wt_sorted_1	wt_sorted_2	wt_sorted_3	wt_sorted_4	elt7D_sorted_1	elt7D_sorted_2	elt7D_sorted_3
WBGene00011964	III;III	9242197;9242197	9242514;9242496	+;+	318	105	125	93	81	144	103	116	158	168	132	142	77	73	52
WBGene00000934	III	9246577	9246802	+	226	3	4	0	1	17	6	2	2	14	4	8	3	6	2
WBGene00011365	III	9248570	9248618	+	49	1	0	0	0	1	0	0	1	0	0	0	0	0	0
WBGene00011366	III	9252851	9253126	+	276	5	12	8	8	6	6	2	13	14	8	19	10	2	2
WBGene00010795	III;III;III	9260014;9260014;9260014	9260222;9260222;9260222	+;+;+	209	15	26	15	12	18	15	10	11	15	5	20	3	5	2
WBGene00010796	III;III	9260191;9260191	9260541;9260541	-;-	351	117	145	107	116	192	124	150	234	235	239	219	158	117	94
WBGene00010453	III;III	9296018;9296018	9296668;9296629	+;+	651	22	22	15	26	26	28	39	58	36	40	38	18	20	24
WBGene00010455	III	9296627	9296679	-	53	0	0	0	0	0	0	0	1	0	1	0	0	0	0
WBGene00010454	III	9303714	9303928	+	215	10	9	9	8	24	13	20	24	22	29	31	12	14	9
WBGene00008043	III;III;III	9317046;9317046;9317352	9317164;9317147;9317365	+;+;+	133	0	0	0	0	0	0	0	1	2	1	3	1	2	0
WBGene00000770	III	9324295	9324733	+	439	1	1	2	1	3	1	3	1	1	0	2	0	0	0
WBGene00008042	III	9326993	9327031	+	39	0	0	0	0	0	0	0	2	1	0	2	2	0	2
WBGene00008040	III	9330875	9330928	+	54	17	36	19	25	69	40	17	84	65	100	90	38	40	25
WBGene00008041	III	9332202	9332284	+	83	8	11	2	7	17	14	4	42	35	32	42	9	6	4
WBGene00001242	III	9332269	9332326	-	58	3	0	0	0	0	0	0	1	1	0	0	1	2	0
WBGene00001263	III;III	9336881;9336888	9337162;9337162	-;-	282	386	552	389	435	761	546	467	611	498	567	506	230	193	170
WBGene00010573	III;III;III;III;III;III;III;III;III;III;III;III;III;III;III;III	9347714;9347752;9347752;9347752;9347752;9347754;9347754;9347785;9347785;9347794;9347794;9347794;9347794;9347795;9347797;9347797	9347719;9347757;9347757;9347757;9347757;9347762;9347762;9348185;9348185;9348185;9348185;9348185;9348185;9348185;9348185;9348185	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	418	7	12	23	9	13	7	9	22	4	8	15	12	7	4
WBGene00010574	III	9361268	9361333	+	66	0	1	1	0	1	0	0	0	0	2	1	2	1	0
WBGene00010575	III	9365177	9365380	+	204	54	91	53	51	121	93	72	128	140	139	163	115	96	114
WBGene00000799	III;III;III;III	9369439;9369439;9370285;9370285	9369615;9369521;9370381;9370385	+;+;+;+	278	6	7	4	9	2	3	2	8	7	6	15	2	3	11
WBGene00008000	III	9387601	9387832	-	232	30	56	37	46	73	77	21	100	95	85	120	52	29	41
WBGene00001689	III	9391270	9391408	-	139	1	0	2	0	2	0	0	0	0	1	3	0	1	0
WBGene00004343	III;III	9404360;9404360	9404532;9404532	+;+	173	19	16	13	23	26	12	15	31	17	18	26	7	8	8
WBGene00012059	III	9404484	9404602	-	119	8	4	4	5	10	9	0	19	14	12	11	6	3	2
WBGene00012062	III	9425536	9425554	-	19	12	18	18	18	33	23	9	65	63	106	83	40	42	45
WBGene00010036	III	9435007	9435100	+	94	0	0	0	1	0	2	1	2	1	0	3	0	0	0
WBGene00001284	III;III	9435083;9435507	9435663;9435663	-;-	581	21	29	35	19	42	32	13	60	51	62	58	17	27	15
WBGene00010035	III	9440898	9440929	+	32	0	2	0	1	0	0	0	0	0	0	0	0	0	0
WBGene00010037	III;III	9441557;9441557	9441757;9441757	-;-	201	63	113	71	77	199	173	67	183	119	179	195	87	67	83
WBGene00010039	III	9444360	9444408	-	49	1	3	1	0	2	0	1	2	0	2	7	0	0	1
WBGene00010040	III;III;III;III;III;III	9451595;9451597;9451597;9451597;9451597;9451597	9451841;9451841;9451841;9451841;9451841;9451841	-;-;-;-;-;-	247	48	72	43	55	96	80	64	71	66	94	88	59	49	35
WBGene00010038	III	9454163	9454709	-	547	116	135	107	101	171	129	91	161	139	160	153	103	72	60
WBGene00004980	III;III;III;III;III;III;III;III;III;III;III;III;III;III	9462261;9462261;9462261;9462261;9462261;9462261;9462261;9462261;9462261;9462261;9462261;9462809;9462809;9462809	9462374;9463004;9463004;9462692;9462692;9462374;9462692;9462374;9462423;9462423;9463004;9462960;9462960;9462960	+;+;+;+;+;+;+;+;+;+;+;+;+;+	744	535	860	452	602	789	720	798	687	632	674	601	563	472	471
WBGene00007186	III;III	9462989;9462989	9463120;9463120	-;-	132	18	12	12	12	27	22	10	23	14	37	22	12	7	8
WBGene00007188	III	9467063	9467177	+	115	7	7	4	4	10	5	3	15	11	10	16	5	3	5
WBGene00000235	III	9467794	9468058	+	265	176	301	171	184	271	234	145	145	139	131	153	115	81	104
WBGene00007187	III	9469824	9469899	+	76	0	0	0	2	2	2	0	3	1	2	0	1	1	1
WBGene00000268	III;III;III;III	9469920;9469926;9470610;9470610	9470564;9470564;9470624;9470624	-;-;-;-	660	234	361	207	278	342	251	265	374	298	434	301	178	179	157
WBGene00007185	III	9489086	9489188	+	103	121	170	104	123	116	90	59	240	247	286	262	120	80	85
WBGene00001094	III;III	9489176;9489176	9489320;9489320	-;-	145	114	149	99	123	210	156	104	152	113	108	107	69	58	44
WBGene00007184	III;III	9492440;9496872	9492518;9497044	+;+	252	3	8	5	5	15	10	3	16	19	14	13	8	7	9
WBGene00004933	III;III	9497019;9498159	9497175;9498359	-;-	358	183	255	179	230	293	240	186	431	384	422	409	221	176	170
WBGene00010130	III;III;III;III	9509411;9509411;9509411;9509521	9509806;9509473;9509806;9509687	+;+;+;+	396	1049	1574	1119	1148	1271	1132	1118	1171	1095	1164	1290	939	740	753
WBGene00010131	III	9512786	9513375	+	590	53	66	40	55	96	80	67	96	105	137	106	56	41	46
WBGene00010132	III;III;III	9513348;9513353;9513412	9513577;9513383;9513577	-;-;-	230	27	34	25	38	47	34	15	45	45	30	47	12	13	10
WBGene00000550	III	9516631	9517291	-	661	112	140	92	118	169	124	92	184	160	201	132	131	104	65
WBGene00014218	III;III	9525345;9525345	9525437;9525393	+;+	93	14	18	7	13	20	12	1	36	30	28	50	10	11	11
WBGene00014224	III;III	9523113;9523113	9523161;9523161	-;-	49	5	3	4	2	10	8	3	8	6	8	23	1	7	2
WBGene00014222	III	9527009	9527068	+	60	7	8	8	12	14	14	7	18	15	25	17	14	12	13
WBGene00014219	III	9531790	9531888	+	99	2	2	3	8	10	3	0	3	17	11	7	4	0	3
WBGene00014220	III	9532427	9532434	-	8	0	0	1	0	1	1	0	2	2	1	0	1	1	1
WBGene00003504	III	9539031	9539255	-	225	12	23	9	10	31	16	16	4	5	8	20	2	4	6
WBGene00014221	III	9544282	9544404	+	123	15	9	4	7	17	4	3	13	15	14	10	7	4	6
WBGene00194691	III	9545869	9545897	+	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006755	III;III;III;III;III;III;III;III;III;III;III;III;III	9556117;9556117;9556117;9556117;9556117;9556117;9556117;9556117;9556117;9556117;9556117;9556117;9556117	9556513;9556513;9556514;9556514;9556514;9556513;9556513;9556513;9556514;9556513;9556513;9556514;9556513	+;+;+;+;+;+;+;+;+;+;+;+;+	398	125	191	133	149	203	164	161	238	207	213	139	151	82	127
WBGene00014226	III;III	9557376;9557376	9557454;9557454	+;+	79	17	21	25	24	32	34	8	48	42	31	42	32	21	12
WBGene00008169	III	9557448	9557560	-	113	9	15	12	6	19	14	7	2	2	0	0	0	0	0
WBGene00008170	III	9558669	9558804	-	136	10	16	12	14	32	21	6	1	6	4	6	4	1	1
WBGene00008171	III;III	9559831;9559831	9559975;9559975	-;-	145	5	8	3	2	2	3	2	3	0	0	4	0	0	0
WBGene00008172	III;III	9562336;9562494	9562536;9562536	-;-	201	2	0	1	3	2	2	0	4	3	2	3	0	0	1
WBGene00008173	III	9563437	9563589	-	153	3	4	3	9	12	11	3	7	10	13	11	4	3	4
WBGene00008174	III	9564605	9564727	-	123	9	13	9	6	17	16	8	21	21	25	15	11	9	5
WBGene00008176	III	9570292	9570460	+	169	1	1	3	3	3	6	0	7	1	7	1	2	1	1
WBGene00000421	III;III;III;III	9570394;9570394;9570394;9570394	9570687;9570687;9570687;9570687	-;-;-;-	294	59	94	39	56	84	65	41	98	80	76	84	36	30	33
WBGene00008167	III	9586617	9586712	-	96	8	10	9	5	1	0	0	7	3	6	1	3	3	0
WBGene00008175	III;III	9598279;9598279	9598361;9598361	+;+	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010226	III	9600010	9600049	+	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010227	III	9600038	9600114	-	77	0	1	1	2	0	2	0	1	3	3	1	1	2	1
WBGene00010228	III	9603030	9603117	-	88	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00004180	III;III;III	9612254;9612254;9612285	9612346;9612346;9612346	-;-;-	93	1	1	1	1	6	4	0	11	2	5	8	2	2	0
WBGene00010229	III	9615285	9615332	+	48	1	2	1	0	2	1	0	1	0	6	6	2	4	0
WBGene00001831	III	9615306	9615435	-	130	10	18	10	10	23	19	11	13	8	15	9	8	6	5
WBGene00001955	III;III;III;III;III;III;III;III;III	9623910;9623910;9625914;9625914;9625914;9625914;9625914;9625914;9625914	9623923;9623926;9626528;9626537;9626537;9626528;9626528;9626537;9626537	+;+;+;+;+;+;+;+;+	641	840	1433	807	977	1211	916	849	1156	1165	1198	975	1195	1061	1021
WBGene00006540	III	9626532	9626676	-	145	27	19	30	19	41	41	20	36	26	52	34	10	14	11
WBGene00010230	III;III	9629246;9629249	9629349;9629349	-;-	104	28	42	29	33	44	41	22	83	75	78	92	38	38	30
WBGene00006704	III	9630085	9630474	-	390	186	382	161	232	394	306	246	347	320	330	323	251	186	161
WBGene00001570	III	9631994	9632855	-	862	32	76	46	74	56	68	78	85	75	91	80	61	57	56
WBGene00007610	III	9650422	9650453	-	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007405	III	9663290	9663682	-	393	337	530	287	342	566	435	335	496	399	560	482	286	254	194
WBGene00007402	III	9676320	9676467	-	148	1	1	0	1	2	2	0	9	4	3	8	3	1	3
WBGene00007404	III	9686990	9687029	-	40	1	1	1	1	0	1	0	7	14	17	16	15	8	10
WBGene00007403	III;III	9691030;9691038	9691238;9691300	-;-	271	41	61	38	41	54	57	39	65	51	42	68	30	27	27
WBGene00007400	III;III	9694668;9694670	9694804;9694804	-;-	137	13	14	12	14	30	18	6	32	21	18	20	14	17	13
WBGene00006579	III;III;III;III	9709399;9709399;9709872;9709872	9710254;9710252;9710268;9710268	+;+;+;+	870	640	932	570	620	729	695	867	781	744	756	654	439	378	358
WBGene00003572	III	9715883	9716055	-	173	9	7	4	6	0	0	0	6	5	4	4	5	1	3
WBGene00007399	III	9723282	9723330	-	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00043994	III	9725285	9725540	-	256	29	51	32	31	55	53	32	56	55	79	65	28	36	41
WBGene00000932	III	9735265	9735351	-	87	26	17	19	26	238	179	35	12	15	5	15	10	6	11
WBGene00001951	III	9737469	9737488	-	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WBGene00011498	III;III	9739094;9739107	9739356;9739356	-;-	263	40	60	28	42	130	103	77	48	64	59	60	37	27	28
WBGene00002064	III;III;III;III;III;III	9745864;9745864;9745866;9745866;9745866;9745866	9745907;9745907;9745907;9745907;9745907;9745907	-;-;-;-;-;-	44	8	7	8	4	30	12	4	1	2	1	8	4	4	3
WBGene00000405	III;III	9748669;9748669	9748852;9748852	+;+	184	18	24	25	20	41	35	21	13	23	25	35	12	17	10
WBGene00011499	III	9749592	9749673	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00011500	III;III;III;III	9749584;9749586;9749586;9749586	9749710;9749710;9749710;9749710	-;-;-;-	127	11	26	12	17	19	6	3	40	28	40	40	10	11	9
WBGene00001155	III;III	9751440;9751440	9751692;9751692	-;-	253	21	29	21	16	46	34	6	72	44	68	74	34	19	26
WBGene00011502	III;III;III;III;III;III	9753672;9753672;9753675;9753681;9753694;9753694	9753678;9753678;9753827;9753827;9753827;9753827	-;-;-;-;-;-	156	7	12	12	10	15	9	2	19	21	23	24	5	5	3
WBGene00011503	III;III	9757616;9757627	9757793;9757793	-;-	178	19	26	13	14	17	20	6	30	29	23	24	14	12	14
WBGene00011501	III;III;III;III	9760279;9760279;9760279;9760279	9760389;9760389;9760389;9760389	+;+;+;+	111	7	14	12	5	14	9	12	6	3	2	4	2	2	7
WBGene00000366	III;III;III;III;III;III;III	9773937;9773937;9773937;9773937;9774550;9774550;9774550	9774132;9774132;9774825;9774132;9774807;9774807;9774807	+;+;+;+;+;+;+	889	669	1012	648	800	921	796	1196	1111	1005	1092	1025	595	542	511
WBGene00011216	III;III;III	9778617;9778617;9778617	9778849;9778850;9778849	+;+;+	234	16	29	20	18	28	23	7	36	26	41	36	15	10	9
WBGene00005021	III	9778782	9779044	-	263	12	15	7	8	6	14	4	7	14	17	12	2	8	3
WBGene00006910	III;III	9781764;9781764	9782057;9781913	+;+	294	1160	1806	1056	1232	1153	972	834	1070	1022	1025	1105	809	693	674
WBGene00006911	III	9782748	9783212	+	465	3354	5677	3196	4023	3588	3200	5242	3219	3223	3179	3097	3143	2620	2374
WBGene00011218	III;III	9785451;9785809	9786038;9786038	+;+	588	41	48	39	42	50	35	36	64	47	54	49	42	30	29
WBGene00011217	III;III;III	9785957;9785969;9785969	9786068;9786068;9786068	-;-;-	112	5	5	2	7	10	3	0	21	13	18	14	11	2	6
WBGene00011220	III	9792548	9792585	-	38	0	1	0	0	5	2	0	1	0	3	1	1	1	0
WBGene00003158	III;III	9798495;9798495	9798643;9798643	+;+	149	22	36	32	32	46	45	33	51	46	75	73	33	15	17
WBGene00011219	III	9795271	9795295	-	25	7	12	5	4	13	12	4	10	6	9	3	2	6	5
WBGene00014011	III	9802286	9802333	+	48	10	8	8	5	19	22	4	8	18	24	11	15	6	7
WBGene00014012	III;III	9802354;9802354	9802453;9802453	-;-	100	14	19	14	16	49	36	5	59	44	55	40	18	20	18
WBGene00014013	III	9805515	9805711	-	197	128	171	120	143	184	164	65	234	308	241	330	106	56	49
WBGene00014014	III	9812539	9812639	+	101	2	1	4	2	3	2	1	14	9	12	12	2	1	3
WBGene00014020	III	9814227	9814424	+	198	10	17	6	8	12	19	3	28	18	18	27	11	12	10
WBGene00000567	III;III	9814364;9814383	9814638;9814638	-;-	275	142	179	128	128	172	183	73	177	156	132	171	78	63	60
WBGene00014015	III	9822435	9823120	+	686	265	334	258	287	359	326	424	357	327	347	318	265	209	206
WBGene00000189	III	9823975	9824132	+	158	4	3	5	2	2	4	0	3	5	4	8	1	2	0
WBGene00003035	III;III	9824081;9824083	9824157;9824157	-;-	77	4	7	6	5	6	9	4	4	4	3	4	3	6	6
WBGene00014016	III;III;III	9824877;9824931;9824958	9825124;9824940;9825124	-;-;-	248	191	291	153	200	299	246	299	183	187	221	190	147	92	126
WBGene00014017	III;III	9826130;9826434	9826647;9826647	-;-	518	331	478	278	325	366	302	260	250	212	198	213	130	92	109
WBGene00014018	III	9829613	9829719	+	107	6	7	13	14	30	17	6	18	18	18	22	12	5	16
WBGene00014019	III;III;III	9832259;9832259;9832370	9832430;9832354;9832378	+;+;+	172	38	54	46	47	73	49	44	44	44	27	45	30	14	18
WBGene00010782	III	9845670	9845733	+	64	4	7	5	2	8	6	3	1	2	3	1	0	2	0
WBGene00010783	III	9847626	9847694	-	69	15	29	29	24	50	35	11	46	45	47	58	24	18	13
WBGene00010780	III;III	9853267;9853941	9853909;9854102	+;+	805	116	200	130	135	193	186	154	235	204	285	252	191	137	126
WBGene00010778	III;III;III;III;III;III	9854077;9854077;9854077;9854077;9854077;9854077	9854303;9854303;9854303;9854303;9854303;9854303	-;-;-;-;-;-	227	91	142	97	123	142	109	107	221	96	170	183	66	65	36
WBGene00010784	III	9863250	9863302	+	53	0	1	0	0	0	1	0	1	2	1	2	0	2	0
WBGene00014075	III;III;III;III;III;III;III;III	9863251;9863259;9863259;9863259;9863259;9863259;9863259;9863313	9863797;9863797;9863797;9863797;9863797;9863797;9863797;9863639	-;-;-;-;-;-;-;-	547	99	169	131	122	183	144	80	132	89	97	115	58	63	42
WBGene00014073	III	9868594	9868634	-	41	4	1	0	2	7	3	2	15	2	8	4	1	3	5
WBGene00014074	III	9874142	9874300	-	159	9	15	11	13	21	16	14	44	38	28	25	23	13	12
WBGene00206488	III	9881042	9881044	+	3	0	0	2	0	4	1	3	20	10	13	15	4	2	1
WBGene00006449	III;III;III;III;III	9887210;9887211;9887211;9890729;9891029	9887300;9887300;9887300;9890789;9891117	-;-;-;-;-	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00009594	III;III;III	9898602;9898602;9898602	9898997;9898997;9898997	-;-;-	396	112	155	120	142	157	143	167	191	186	157	172	100	95	95
WBGene00043995	III;III;III;III;III;III;III;III;III	9913344;9913550;9913681;9913681;9913681;9913681;9913681;9914057;9914057	9913471;9913625;9913730;9913693;9913730;9913693;9913730;9914075;9914075	+;+;+;+;+;+;+;+;+	273	71	128	68	67	69	62	23	89	89	67	85	50	36	41
WBGene00009595	III;III;III;III;III;III;III;III	9915508;9915508;9915508;9915508;9915636;9915636;9915636;9915842	9915814;9915513;9915513;9915513;9915734;9915817;9915817;9915883	+;+;+;+;+;+;+;+	352	176	189	128	161	75	57	14	98	104	100	88	38	28	28
WBGene00010545	III;III;III;III;III;III;III;III;III;III;III;III	9924468;9924468;9924468;9924468;9924468;9924596;9924596;9924596;9924613;9924792;9924823;9925363	9924473;9924473;9924633;9924473;9924473;9924773;9924800;9924694;9924793;9924840;9924902;9925443	+;+;+;+;+;+;+;+;+;+;+;+	516	20	24	13	16	3	1	0	11	14	5	9	3	1	10
WBGene00010539	III;III	9928956;9928956	9929004;9929004	+;+	49	32	39	44	38	109	105	33	105	72	103	120	94	52	94
WBGene00010541	III	9930378	9930413	+	36	14	9	11	12	35	19	7	6	8	15	18	8	3	14
WBGene00010540	III	9939550	9939712	+	163	19	27	20	22	4	12	4	9	8	2	3	4	3	8
WBGene00010544	III	9940771	9940795	-	25	0	1	0	1	0	0	0	0	0	0	0	0	0	0
WBGene00010547	III	9942296	9942345	+	50	0	0	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00001603	III	9943243	9943315	-	73	0	0	0	1	0	0	0	0	0	0	0	0	0	0
WBGene00010542	III	9947802	9948172	+	371	19	45	21	32	49	36	33	29	20	19	15	15	20	18
WBGene00010546	III	9950381	9950911	-	531	56	69	31	43	58	57	18	74	59	54	73	25	23	29
WBGene00003389	III;III	9952056;9952056	9952187;9952187	-;-	132	18	23	15	13	38	25	21	41	32	27	33	9	9	6
WBGene00007010	III;III;III;III;III	9962959;9962959;9962959;9962959;9962959	9963129;9963171;9963129;9963115;9963129	+;+;+;+;+	213	119	169	118	140	133	153	138	73	55	93	75	43	44	43
WBGene00011221	III	9963121	9963328	-	208	16	23	17	15	43	27	10	33	36	26	42	11	13	6
WBGene00007321	III	9996108	9996235	+	128	5	20	9	20	18	13	11	26	23	36	18	16	25	20
WBGene00004100	III	9996205	9996262	-	58	0	1	0	2	8	6	0	0	1	1	1	1	1	2
WBGene00007320	III	9999819	9999858	-	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007322	III;III	10003036;10003458	10003407;10003782	+;+	697	34	45	29	30	29	18	22	8	8	17	5	8	9	2
WBGene00045242	III	10004932	10004965	+	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00007324	III	10005459	10005530	-	72	27	31	28	25	72	70	7	91	103	78	108	49	40	46
WBGene00007323	III	10007966	10007972	-	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00219280	III	10013186	10013205	+	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00004344	III;III;III	10014188;10014963;10015073	10014736;10015022;10015110	-;-;-	647	108	160	107	131	183	153	141	290	276	220	291	129	124	130
WBGene00002105	III	10026612	10026673	+	62	4	1	0	2	4	5	1	10	9	7	17	3	7	1
WBGene00002106	III	10028553	10028600	+	48	0	1	0	0	0	0	1	0	1	1	0	1	0	0
WBGene00010865	III	10038214	10038247	+	34	3	7	2	3	8	2	3	12	13	8	11	7	12	9
WBGene00011808	III	10038458	10038542	-	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00011803	III	10040191	10040250	-	60	1	0	0	0	0	0	0	1	3	0	0	0	1	1
WBGene00011804	III;III	10053076;10054298	10054182;10054302	+;+	1112	22	41	37	25	14	27	42	2	3	1	4	0	0	1
WBGene00011805	III	10058594	10058684	+	91	6	1	2	5	7	4	2	1	1	3	2	0	2	0
WBGene00011809	III	10061855	10061982	+	128	0	0	0	0	0	0	1	0	0	0	0	0	0	0
WBGene00011806	III	10068884	10069201	+	318	21	16	14	19	23	29	16	25	28	34	27	15	9	12
WBGene00011807	III	10075850	10075995	+	146	20	20	13	18	25	16	15	25	22	28	27	11	11	12
WBGene00011810	III;III	10076387;10076387	10076397;10076397	-;-	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00011813	III;III;III	10081443;10081443;10081447	10081512;10081512;10081512	-;-;-	70	2	2	2	4	6	2	1	5	7	11	6	5	2	2
WBGene00011811	III;III	10085058;10085058	10085328;10085328	+;+	271	4	12	7	7	7	9	2	1	0	1	0	0	1	1
WBGene00011812	III	10087061	10087171	+	111	1	1	0	1	1	0	0	0	0	0	0	1	0	0
WBGene00011819	III	10087223	10087405	-	183	3	14	10	3	18	4	3	12	3	12	8	2	1	0
WBGene00011814	III;III	10088757;10088757	10088853;10088853	-;-	97	5	11	10	14	16	13	8	9	17	9	17	4	1	4
WBGene00011815	III;III	10090862;10090862	10091203;10091203	-;-	342	27	70	52	50	79	60	25	76	65	80	58	50	45	43
WBGene00002186	III	10098469	10098627	-	159	1	3	1	0	2	1	1	0	4	3	4	1	1	3
WBGene00011817	III	10112067	10112108	+	42	5	7	6	9	26	17	10	36	34	18	24	10	12	4
WBGene00014234	III;III	10112100;10112100	10112225;10112225	-;-	126	17	37	10	24	57	48	20	84	53	69	82	29	32	24
WBGene00014227	III;III	10113146;10113147	10113185;10113185	-;-	40	1	1	2	1	6	7	3	5	5	11	8	5	1	5
WBGene00014228	III;III	10116705;10116705	10116760;10116760	+;+	56	1	1	0	2	4	2	0	6	3	0	2	0	3	0
WBGene00014230	III	10118961	10119041	-	81	6	7	6	2	6	11	2	5	9	2	3	4	4	4
WBGene00044072	III	10122722	10122928	+	207	43	58	23	55	85	75	58	93	82	107	101	43	37	33
WBGene00014232	III;III;III	10132224;10132224;10132224	10132411;10132395;10132395	+;+;+	188	46	64	50	48	126	80	34	64	75	87	79	47	37	29
WBGene00014233	III;III	10138983;10138983	10139241;10139124	+;+	259	168	240	184	212	251	198	117	340	258	284	336	149	106	116
WBGene00014801	III	10141573	10141587	-	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00003519	III;III;III	10157450;10157450;10157450	10157923;10157920;10157920	+;+;+	474	182	319	158	202	282	174	173	264	262	219	238	174	146	135
WBGene00077703	III	10159027	10159211	-	185	0	0	0	0	0	0	0	0	0	0	2	0	0	0
WBGene00003482	III;III	10183261;10183261	10183529;10183529	+;+	269	2	6	5	1	9	5	4	8	9	9	16	4	4	5
WBGene00006783	III;III	10183794;10183794	10183870;10183870	-;-	77	14	14	13	15	24	12	7	28	26	49	36	17	20	8
WBGene00004255	III	10195177	10195399	+	223	1	2	3	1	4	3	0	13	5	13	8	3	0	1
WBGene00011869	III	10197995	10198352	+	358	642	1922	758	910	1696	806	1360	399	747	467	463	285	275	363
WBGene00011870	III	10199590	10199859	+	270	29	72	33	26	53	52	30	23	23	20	29	14	16	10
WBGene00011867	III	10209407	10209704	+	298	112	216	146	172	194	171	193	175	151	149	125	94	94	81
WBGene00011871	III	10210982	10211093	+	112	9	10	5	12	9	7	3	38	14	17	19	8	8	5
WBGene00011872	III	10211041	10211143	-	103	8	23	10	9	15	19	14	16	6	12	8	9	7	5
WBGene00011868	III;III	10214747;10214747	10214793;10214825	+;+	79	12	13	13	14	31	42	13	30	22	25	33	13	9	21
WBGene00000833	III	10214814	10215055	-	242	762	1153	619	833	1351	1185	842	852	908	833	931	668	462	536
WBGene00004326	III	10217302	10217345	-	44	5	8	7	8	14	12	5	17	14	19	12	6	5	6
WBGene00011875	III;III	10222422;10222591	10222538;10222935	+;+	462	209	300	198	209	304	260	207	244	270	232	299	175	118	158
WBGene00013498	III	10228164	10228194	-	31	0	0	0	0	0	0	0	2	1	0	1	0	0	1
WBGene00013499	III	10244439	10244810	+	372	40	54	24	46	71	47	26	97	106	87	95	41	26	20
WBGene00001002	III	10245056	10245198	-	143	9	13	10	15	46	44	8	41	36	66	46	29	25	18
WBGene00000768	III;III;III;III	10254575;10254575;10254575;10254575	10254700;10254709;10254709;10254700	+;+;+;+	135	3	0	1	1	4	3	1	1	0	1	1	0	1	1
WBGene00010972	III	10257147	10257221	+	75	1	3	0	2	2	7	4	3	3	5	3	5	3	2
WBGene00010973	III	10257181	10257213	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00010974	III	10258856	10258871	-	16	2	1	0	0	1	2	0	2	1	3	3	0	0	1
WBGene00010975	III	10261799	10262194	-	396	22	27	17	15	37	31	23	37	25	28	20	10	12	20
WBGene00000564	III	10277986	10278579	+	594	59	103	42	70	92	97	146	84	63	61	71	47	33	45
WBGene00010757	III	10281343	10281476	+	134	2	6	2	2	3	2	1	4	3	8	7	3	1	1
WBGene00010756	III	10288337	10288621	+	285	20	39	18	27	63	48	44	49	58	59	68	31	30	24
WBGene00010755	III	10298348	10298687	+	340	60	95	75	59	122	119	48	123	110	150	124	76	33	35
WBGene00011556	III	10303291	10303423	+	133	1	3	2	0	4	4	0	11	2	10	3	3	0	2
WBGene00011554	III	10303368	10303409	-	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006785	III	10314490	10314888	-	399	51	64	58	52	83	67	42	65	52	68	60	44	21	22
WBGene00011558	III;III	10318296;10318437	10318387;10318451	-;-	107	63	97	70	81	88	74	32	137	121	103	107	44	53	40
WBGene00006802	III;III;III	10319527;10319826;10319999	10319751;10320019;10320021	+;+;+	421	47	77	50	62	87	68	100	68	64	88	84	63	64	51
WBGene00011562	III	10325528	10325675	+	148	4	3	2	4	7	12	3	3	9	2	5	1	2	6
WBGene00003589	III;III;III	10325613;10325613;10325636	10326115;10326115;10326115	-;-;-	503	52	82	43	60	203	154	132	51	33	49	63	30	25	24
WBGene00044891	III	10331551	10331569	-	19	11	12	7	14	12	15	0	25	19	14	25	8	3	8
WBGene00003225	III;III;III	10334991;10334991;10334991	10335171;10335150;10335171	+;+;+	181	171	250	158	183	246	182	174	205	186	245	147	132	109	102
WBGene00000423	III	10337081	10337536	+	456	36	50	43	48	58	54	77	45	66	42	39	37	25	36
WBGene00011561	III	10339251	10339440	+	190	62	57	72	78	169	118	40	136	136	191	143	112	105	96
WBGene00006546	III	10339984	10340064	-	81	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00006545	III	10349602	10349740	+	139	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WBGene00011560	III;III	10354754;10354754	10355116;10355117	+;+	364	13	31	25	21	30	27	34	2	4	9	5	1	6	6
